hr,weather_desc,is_member,temp_bin,wind_bin,duration_mean,count
6,cloudy,Y,"(33.534, 40.618]","[24.48, 36.72)",8.673333333333334,0.042997542997543
6,cloudy,Y,"(40.618, 47.703]","[0.0, 12.24)",11.511899164054336,1.5675675675675675
6,cloudy,Y,"(40.618, 47.703]","[12.24, 24.48)",10.693806306306305,0.7272727272727273
6,cloudy,Y,"(47.703, 54.788]","[0.0, 12.24)",11.534204952753338,2.5135135135135136
6,cloudy,Y,"(47.703, 54.788]","[12.24, 24.48)",11.66643904906424,0.8095823095823096
6,cloudy,Y,"(47.703, 54.788]","[24.48, 36.72)",10.178465346534654,0.24815724815724816
6,cloudy,Y,"(54.788, 61.873]","[0.0, 12.24)",12.195351225977468,6.179361179361179
6,cloudy,Y,"(54.788, 61.873]","[12.24, 24.48)",11.885846835618336,2.957002457002457
6,cloudy,Y,"(54.788, 61.873]","[24.48, 36.72)",11.914011799410028,0.41646191646191644
6,cloudy,Y,"(61.873, 68.958]","[0.0, 12.24)",12.24266903680295,6.21990171990172
6,cloudy,Y,"(61.873, 68.958]","[12.24, 24.48)",12.178289327712447,5.536855036855036
6,cloudy,Y,"(68.958, 76.042]","[0.0, 12.24)",12.528439783921193,2.5773955773955772
6,cloudy,Y,"(68.958, 76.042]","[12.24, 24.48)",12.368566743827161,2.1228501228501226
6,cloudy,Y,"(68.958, 76.042]","[24.48, 36.72)",12.01362467866324,0.47788697788697787
6,cloudy,Y,"(76.042, 83.127]","[0.0, 12.24)",12.717078189300413,0.2985257985257985
6,cloudy,N,"(19.293, 26.449]","[0.0, 12.24)",15.35,0.0012285012285012285
6,cloudy,N,"(26.449, 33.534]","[0.0, 12.24)",16.072222222222223,0.011056511056511056
6,cloudy,N,"(26.449, 33.534]","[12.24, 24.48)",14.176190476190476,0.0085995085995086
6,cloudy,N,"(33.534, 40.618]","[0.0, 12.24)",14.695,0.012285012285012284
6,cloudy,N,"(33.534, 40.618]","[12.24, 24.48)",18.31078431372549,0.020884520884520884
6,cloudy,N,"(33.534, 40.618]","[24.48, 36.72)",9.707142857142857,0.0085995085995086
6,cloudy,N,"(40.618, 47.703]","[0.0, 12.24)",16.993162393162393,0.04791154791154791
6,cloudy,N,"(40.618, 47.703]","[12.24, 24.48)",18.824806201550384,0.052825552825552825
6,cloudy,N,"(40.618, 47.703]","[24.48, 36.72)",19.856944444444444,0.014742014742014743
6,cloudy,N,"(47.703, 54.788]","[0.0, 12.24)",16.43553459119497,0.26044226044226043
6,cloudy,N,"(47.703, 54.788]","[12.24, 24.48)",15.638988095238094,0.0687960687960688
6,cloudy,N,"(54.788, 61.873]","[0.0, 12.24)",17.494527829893684,0.6547911547911548
6,cloudy,N,"(54.788, 61.873]","[12.24, 24.48)",22.296666666666667,0.06756756756756757
6,cloudy,N,"(61.873, 68.958]","[0.0, 12.24)",18.361461619348056,0.3894348894348894
6,cloudy,N,"(61.873, 68.958]","[12.24, 24.48)",15.235323383084578,0.24692874692874692
6,cloudy,N,"(61.873, 68.958]","[24.48, 36.72)",16.523333333333333,0.018427518427518427
6,cloudy,N,"(68.958, 76.042]","[0.0, 12.24)",15.266921768707483,0.24078624078624078
6,cloudy,N,"(68.958, 76.042]","[12.24, 24.48)",14.003881278538813,0.08968058968058969
6,cloudy,N,"(68.958, 76.042]","[24.48, 36.72)",15.325,0.009828009828009828
6,cloudy,N,"(76.042, 83.127]","[24.48, 36.72)",14.592424242424242,0.013513513513513514
6,cloudy,Y,"(19.293, 26.449]","[0.0, 12.24)",11.466379310344827,0.07125307125307126
6,cloudy,Y,"(19.293, 26.449]","[12.24, 24.48)",6.941666666666666,0.022113022113022112
6,cloudy,Y,"(26.449, 33.534]","[0.0, 12.24)",10.50864406779661,0.36240786240786244
6,cloudy,Y,"(26.449, 33.534]","[12.24, 24.48)",11.073297491039426,0.2285012285012285
6,cloudy,Y,"(33.534, 40.618]","[0.0, 12.24)",11.45556693989071,0.5995085995085995
6,cloudy,Y,"(33.534, 40.618]","[12.24, 24.48)",11.459012066365007,0.542997542997543
6,cloudy,Y,"(33.534, 40.618]","[24.48, 36.72)",11.086871508379888,0.2199017199017199
6,cloudy,Y,"(40.618, 47.703]","[0.0, 12.24)",11.621583924349883,0.8660933660933661
6,cloudy,Y,"(40.618, 47.703]","[12.24, 24.48)",11.699904761904763,1.71990171990172
6,cloudy,Y,"(40.618, 47.703]","[24.48, 36.72)",11.519763513513514,0.36363636363636365
6,cloudy,Y,"(47.703, 54.788]","[0.0, 12.24)",12.40919806763285,4.238329238329238
6,cloudy,Y,"(47.703, 54.788]","[12.24, 24.48)",11.631204819277109,2.039312039312039
6,cloudy,Y,"(54.788, 61.873]","[0.0, 12.24)",12.376771196283391,9.872235872235873
6,cloudy,Y,"(54.788, 61.873]","[12.24, 24.48)",12.4694678946022,1.6007371007371007
6,cloudy,Y,"(61.873, 68.958]","[0.0, 12.24)",12.502786340284073,6.775184275184275
6,cloudy,Y,"(61.873, 68.958]","[12.24, 24.48)",11.982504375057568,4.445945945945946
6,cloudy,Y,"(61.873, 68.958]","[24.48, 36.72)",11.046703296703297,0.3353808353808354
6,cloudy,Y,"(68.958, 76.042]","[0.0, 12.24)",12.059961046188091,3.6793611793611793
6,cloudy,Y,"(68.958, 76.042]","[12.24, 24.48)",12.572560975609756,1.8132678132678133
6,cloudy,Y,"(68.958, 76.042]","[24.48, 36.72)",12.70732714138287,0.3968058968058968
6,cloudy,Y,"(76.042, 83.127]","[24.48, 36.72)",13.610032894736841,0.37346437346437344
6,fog,N,"(33.534, 40.618]","[0.0, 12.24)",14.277777777777777,0.0036855036855036856
6,fog,N,"(40.618, 47.703]","[0.0, 12.24)",12.077777777777778,0.0036855036855036856
6,fog,N,"(47.703, 54.788]","[0.0, 12.24)",12.621428571428572,0.0171990171990172
6,fog,N,"(47.703, 54.788]","[12.24, 24.48)",17.766666666666666,0.007371007371007371
6,fog,N,"(54.788, 61.873]","[0.0, 12.24)",10.907575757575758,0.02702702702702703
6,fog,N,"(61.873, 68.958]","[0.0, 12.24)",23.012222222222224,0.036855036855036855
6,fog,Y,"(33.534, 40.618]","[0.0, 12.24)",11.904110612855009,0.273955773955774
6,fog,Y,"(40.618, 47.703]","[0.0, 12.24)",11.662015503875969,0.2641277641277641
6,fog,Y,"(47.703, 54.788]","[0.0, 12.24)",12.502474402730375,0.7199017199017199
6,fog,Y,"(47.703, 54.788]","[12.24, 24.48)",13.422772988505749,0.28501228501228504
6,fog,Y,"(54.788, 61.873]","[0.0, 12.24)",12.056557971014492,0.5651105651105651
6,fog,Y,"(61.873, 68.958]","[0.0, 12.24)",12.134691011235955,0.8746928746928747
6,rain,N,"(47.703, 54.788]","[24.48, 36.72)",15.53888888888889,0.0036855036855036856
6,rain,N,"(54.788, 61.873]","[0.0, 12.24)",11.968333333333334,0.012285012285012284
6,rain,N,"(61.873, 68.958]","[12.24, 24.48)",17.058888888888887,0.018427518427518427
6,rain,Y,"(47.703, 54.788]","[24.48, 36.72)",9.392564102564103,0.07985257985257985
6,rain,Y,"(54.788, 61.873]","[0.0, 12.24)",11.686783854166666,0.3144963144963145
6,rain,Y,"(61.873, 68.958]","[12.24, 24.48)",10.86525821596244,0.08722358722358722
6,light intensity drizzle,N,"(47.703, 54.788]","[12.24, 24.48)",15.183333333333334,0.0036855036855036856
6,light intensity drizzle,N,"(54.788, 61.873]","[0.0, 12.24)",12.391666666666667,0.009828009828009828
6,light intensity drizzle,Y,"(47.703, 54.788]","[12.24, 24.48)",9.571969696969697,0.05405405405405406
6,light intensity drizzle,Y,"(54.788, 61.873]","[0.0, 12.24)",12.187405303030301,0.21621621621621623
6,rain,N,"(40.618, 47.703]","[0.0, 12.24)",16.995833333333334,0.004914004914004914
6,rain,N,"(40.618, 47.703]","[36.72, 48.96)",17.833333333333332,0.004914004914004914
6,rain,N,"(47.703, 54.788]","[0.0, 12.24)",10.141666666666667,0.002457002457002457
6,rain,N,"(54.788, 61.873]","[0.0, 12.24)",17.735555555555557,0.036855036855036855
6,rain,N,"(54.788, 61.873]","[12.24, 24.48)",18.233333333333334,0.0036855036855036856
6,rain,N,"(54.788, 61.873]","[24.48, 36.72)",14.648148148148149,0.011056511056511056
6,rain,N,"(61.873, 68.958]","[0.0, 12.24)",9.436,0.030712530712530713
6,rain,N,"(61.873, 68.958]","[12.24, 24.48)",11.483333333333333,0.006142506142506142
6,rain,N,"(68.958, 76.042]","[0.0, 12.24)",14.237878787878788,0.013513513513513514
6,rain,N,"(68.958, 76.042]","[12.24, 24.48)",25.045833333333334,0.004914004914004914
6,rain,N,"(68.958, 76.042]","[24.48, 36.72)",52.225,0.004914004914004914
6,rain,Y,"(33.534, 40.618]","[12.24, 24.48)",9.538477366255144,0.09950859950859951
6,rain,Y,"(40.618, 47.703]","[0.0, 12.24)",11.69461382113821,0.20147420147420148
6,rain,Y,"(40.618, 47.703]","[12.24, 24.48)",10.479166666666666,0.20147420147420148
6,rain,Y,"(40.618, 47.703]","[36.72, 48.96)",12.138541666666667,0.1769041769041769
6,rain,Y,"(47.703, 54.788]","[0.0, 12.24)",9.445684523809524,0.1375921375921376
6,rain,Y,"(54.788, 61.873]","[0.0, 12.24)",11.465329512893984,0.8574938574938575
6,rain,Y,"(54.788, 61.873]","[12.24, 24.48)",9.487191358024692,0.13267813267813267
6,rain,Y,"(54.788, 61.873]","[24.48, 36.72)",11.346666666666666,0.2764127764127764
6,rain,Y,"(61.873, 68.958]","[0.0, 12.24)",10.467028330319469,0.6793611793611793
6,rain,Y,"(61.873, 68.958]","[12.24, 24.48)",11.393906810035842,0.457002457002457
6,rain,Y,"(68.958, 76.042]","[0.0, 12.24)",13.1679012345679,0.3316953316953317
6,rain,Y,"(68.958, 76.042]","[12.24, 24.48)",13.189,0.06142506142506143
6,rain,Y,"(68.958, 76.042]","[24.48, 36.72)",13.381235431235432,0.35135135135135137
6,rain,N,"(33.534, 40.618]","[0.0, 12.24)",14.56111111111111,0.0036855036855036856
6,rain,N,"(33.534, 40.618]","[12.24, 24.48)",13.969047619047618,0.0085995085995086
6,rain,N,"(40.618, 47.703]","[0.0, 12.24)",13.802314814814816,0.044226044226044224
6,rain,N,"(40.618, 47.703]","[12.24, 24.48)",15.05175438596491,0.02334152334152334
6,rain,N,"(47.703, 54.788]","[0.0, 12.24)",16.23622448979592,0.12039312039312039
6,rain,N,"(47.703, 54.788]","[12.24, 24.48)",13.816666666666666,0.013513513513513514
6,rain,N,"(47.703, 54.788]","[24.48, 36.72)",10.93768115942029,0.028255528255528257
6,rain,N,"(54.788, 61.873]","[0.0, 12.24)",16.41814814814815,0.05528255528255528
6,rain,N,"(54.788, 61.873]","[12.24, 24.48)",11.255882352941176,0.020884520884520884
6,rain,N,"(61.873, 68.958]","[0.0, 12.24)",14.847777777777777,0.09213759213759214
6,rain,N,"(61.873, 68.958]","[12.24, 24.48)",12.73525641025641,0.03194103194103194
6,rain,N,"(68.958, 76.042]","[0.0, 12.24)",14.834666666666667,0.030712530712530713
6,rain,Y,"(19.293, 26.449]","[24.48, 36.72)",14.213333333333333,0.030712530712530713
6,rain,Y,"(33.534, 40.618]","[0.0, 12.24)",13.127422480620156,0.2113022113022113
6,rain,Y,"(33.534, 40.618]","[12.24, 24.48)",9.115384615384615,0.4152334152334152
6,rain,Y,"(40.618, 47.703]","[0.0, 12.24)",11.514246386785961,1.785012285012285
6,rain,Y,"(40.618, 47.703]","[12.24, 24.48)",11.375877192982456,0.7936117936117936
6,rain,Y,"(47.703, 54.788]","[0.0, 12.24)",11.276203032300593,1.8636363636363635
6,rain,Y,"(47.703, 54.788]","[12.24, 24.48)",10.603675538656526,0.3230958230958231
6,rain,Y,"(47.703, 54.788]","[24.48, 36.72)",11.706809116809117,0.7186732186732187
6,rain,Y,"(54.788, 61.873]","[0.0, 12.24)",11.939085545722714,1.8046683046683047
6,rain,Y,"(54.788, 61.873]","[12.24, 24.48)",13.143309352517985,0.8538083538083538
6,rain,Y,"(61.873, 68.958]","[0.0, 12.24)",11.828110986547085,2.191646191646192
6,rain,Y,"(61.873, 68.958]","[12.24, 24.48)",12.20775681341719,1.171990171990172
6,rain,Y,"(61.873, 68.958]","[24.48, 36.72)",10.542181069958847,0.09950859950859951
6,rain,Y,"(68.958, 76.042]","[0.0, 12.24)",12.718232323232323,0.40540540540540543
6,mist,N,"(40.618, 47.703]","[0.0, 12.24)",14.75138888888889,0.014742014742014743
6,mist,N,"(40.618, 47.703]","[12.24, 24.48)",14.809259259259258,0.011056511056511056
6,mist,N,"(40.618, 47.703]","[24.48, 36.72)",18.12222222222222,0.0036855036855036856
6,mist,N,"(47.703, 54.788]","[0.0, 12.24)",20.515,0.012285012285012284
6,mist,N,"(47.703, 54.788]","[12.24, 24.48)",11.44375,0.019656019656019656
6,mist,N,"(54.788, 61.873]","[0.0, 12.24)",16.558333333333334,0.029484029484029485
6,mist,N,"(54.788, 61.873]","[12.24, 24.48)",13.0,0.0012285012285012285
6,mist,N,"(61.873, 68.958]","[0.0, 12.24)",16.110468319559228,0.14864864864864866
6,mist,N,"(61.873, 68.958]","[12.24, 24.48)",14.477777777777778,0.036855036855036855
6,mist,N,"(61.873, 68.958]","[24.48, 36.72)",25.071666666666665,0.012285012285012284
6,mist,N,"(68.958, 76.042]","[0.0, 12.24)",15.741666666666667,0.04176904176904177
6,mist,N,"(68.958, 76.042]","[12.24, 24.48)",22.508108108108107,0.045454545454545456
6,mist,N,"(68.958, 76.042]","[24.48, 36.72)",11.796969696969699,0.013513513513513514
6,mist,Y,"(40.618, 47.703]","[0.0, 12.24)",12.764382402707275,0.24201474201474202
6,mist,Y,"(40.618, 47.703]","[12.24, 24.48)",11.14440389294404,0.1683046683046683
6,mist,Y,"(40.618, 47.703]","[24.48, 36.72)",9.291666666666666,0.029484029484029485
6,mist,Y,"(47.703, 54.788]","[0.0, 12.24)",10.776311728395061,0.26535626535626533
6,mist,Y,"(47.703, 54.788]","[12.24, 24.48)",9.922586726998492,0.542997542997543
6,mist,Y,"(54.788, 61.873]","[0.0, 12.24)",10.529961832061069,0.6437346437346437
6,mist,Y,"(54.788, 61.873]","[12.24, 24.48)",9.16904761904762,0.0945945945945946
6,mist,Y,"(61.873, 68.958]","[0.0, 12.24)",11.587308947278036,2.3845208845208847
6,mist,Y,"(61.873, 68.958]","[12.24, 24.48)",11.056644880174293,0.3759213759213759
6,mist,Y,"(61.873, 68.958]","[24.48, 36.72)",13.577111872146117,0.35872235872235875
6,mist,Y,"(68.958, 76.042]","[0.0, 12.24)",11.9398243045388,0.8390663390663391
6,mist,Y,"(68.958, 76.042]","[12.24, 24.48)",12.37715816005041,0.6498771498771498
6,mist,Y,"(68.958, 76.042]","[24.48, 36.72)",12.395413870246085,0.36609336609336607
6,rain,N,"(33.534, 40.618]","[12.24, 24.48)",8.875,0.002457002457002457
6,rain,N,"(33.534, 40.618]","[24.48, 36.72)",11.805555555555555,0.007371007371007371
6,rain,N,"(40.618, 47.703]","[12.24, 24.48)",11.425,0.004914004914004914
6,rain,N,"(47.703, 54.788]","[0.0, 12.24)",10.544791666666667,0.019656019656019656
6,rain,N,"(54.788, 61.873]","[0.0, 12.24)",15.087280701754386,0.04668304668304668
6,rain,N,"(54.788, 61.873]","[24.48, 36.72)",7.195238095238095,0.0085995085995086
6,rain,N,"(61.873, 68.958]","[0.0, 12.24)",19.834615384615386,0.06388206388206388
6,rain,N,"(61.873, 68.958]","[12.24, 24.48)",21.45462962962963,0.022113022113022112
6,rain,N,"(68.958, 76.042]","[12.24, 24.48)",18.492857142857144,0.0085995085995086
6,rain,Y,"(33.534, 40.618]","[12.24, 24.48)",9.674031007751939,0.10565110565110565
6,rain,Y,"(33.534, 40.618]","[24.48, 36.72)",9.290229885057471,0.03562653562653563
6,rain,Y,"(40.618, 47.703]","[12.24, 24.48)",9.42985347985348,0.11179361179361179
6,rain,Y,"(47.703, 54.788]","[0.0, 12.24)",11.172028985507247,0.5651105651105651
6,rain,Y,"(54.788, 61.873]","[0.0, 12.24)",11.641244083840434,0.6056511056511057
6,rain,Y,"(54.788, 61.873]","[24.48, 36.72)",11.317073170731707,0.05036855036855037
6,rain,Y,"(61.873, 68.958]","[0.0, 12.24)",12.448130414956681,0.898034398034398
6,rain,Y,"(61.873, 68.958]","[12.24, 24.48)",12.233940972222223,0.7076167076167076
6,rain,Y,"(68.958, 76.042]","[12.24, 24.48)",12.617569193742478,0.3402948402948403
6,cloudy,N,"(33.534, 40.618]","[12.24, 24.48)",11.272222222222222,0.014742014742014743
6,cloudy,N,"(40.618, 47.703]","[0.0, 12.24)",16.96846846846847,0.045454545454545456
6,cloudy,N,"(40.618, 47.703]","[12.24, 24.48)",18.062,0.030712530712530713
6,cloudy,N,"(40.618, 47.703]","[24.48, 36.72)",14.503571428571428,0.0171990171990172
6,cloudy,N,"(47.703, 54.788]","[0.0, 12.24)",13.352201257861635,0.06511056511056511
6,cloudy,N,"(47.703, 54.788]","[12.24, 24.48)",13.329333333333333,0.030712530712530713
6,cloudy,N,"(47.703, 54.788]","[24.48, 36.72)",13.741176470588236,0.020884520884520884
6,cloudy,N,"(54.788, 61.873]","[0.0, 12.24)",17.465245478036177,0.15847665847665848
6,cloudy,N,"(54.788, 61.873]","[12.24, 24.48)",27.564814814814817,0.011056511056511056
6,cloudy,N,"(54.788, 61.873]","[24.48, 36.72)",11.26060606060606,0.02702702702702703
6,cloudy,N,"(61.873, 68.958]","[0.0, 12.24)",18.043678160919537,0.21375921375921375
6,cloudy,N,"(61.873, 68.958]","[12.24, 24.48)",13.187071651090344,0.13144963144963145
6,cloudy,N,"(61.873, 68.958]","[24.48, 36.72)",13.273529411764706,0.020884520884520884
6,cloudy,N,"(68.958, 76.042]","[0.0, 12.24)",15.341666666666667,0.0343980343980344
6,cloudy,N,"(68.958, 76.042]","[12.24, 24.48)",14.681439393939394,0.05405405405405406
6,cloudy,N,"(76.042, 83.127]","[0.0, 12.24)",16.815686274509805,0.020884520884520884
6,cloudy,Y,"(26.449, 33.534]","[24.48, 36.72)",8.242753623188406,0.028255528255528257
6,cloudy,Y,"(33.534, 40.618]","[12.24, 24.48)",10.055931198102018,0.3452088452088452
6,cloudy,Y,"(40.618, 47.703]","[0.0, 12.24)",11.630287503558211,1.4385749385749387
6,cloudy,Y,"(40.618, 47.703]","[12.24, 24.48)",10.879222629222628,1.0061425061425062
6,cloudy,Y,"(40.618, 47.703]","[24.48, 36.72)",11.59934842249657,0.597051597051597
6,cloudy,Y,"(47.703, 54.788]","[0.0, 12.24)",11.927911646586345,1.4275184275184276
6,cloudy,Y,"(47.703, 54.788]","[12.24, 24.48)",11.528539019963704,1.3538083538083538
6,cloudy,Y,"(47.703, 54.788]","[24.48, 36.72)",10.538,0.3071253071253071
6,cloudy,Y,"(54.788, 61.873]","[0.0, 12.24)",12.259765708200213,3.845208845208845
6,cloudy,Y,"(54.788, 61.873]","[12.24, 24.48)",12.423561151079136,0.3415233415233415
6,cloudy,Y,"(54.788, 61.873]","[24.48, 36.72)",11.094878587196467,0.9275184275184275
6,cloudy,Y,"(61.873, 68.958]","[0.0, 12.24)",12.357908396946565,4.023341523341523
6,cloudy,Y,"(61.873, 68.958]","[12.24, 24.48)",11.814672584587674,3.1830466830466833
6,cloudy,Y,"(61.873, 68.958]","[24.48, 36.72)",12.63937908496732,0.3759213759213759
6,cloudy,Y,"(68.958, 76.042]","[0.0, 12.24)",12.28295128939828,0.42874692874692877
6,cloudy,Y,"(68.958, 76.042]","[12.24, 24.48)",12.911833505331957,1.1904176904176904
6,cloudy,Y,"(76.042, 83.127]","[0.0, 12.24)",12.713,0.36855036855036855
6,rain,N,"(54.788, 61.873]","[0.0, 12.24)",18.805555555555554,0.014742014742014743
6,rain,N,"(61.873, 68.958]","[0.0, 12.24)",13.256666666666666,0.02457002457002457
6,rain,Y,"(54.788, 61.873]","[0.0, 12.24)",12.37420091324201,0.4484029484029484
6,rain,Y,"(61.873, 68.958]","[0.0, 12.24)",10.526923076923078,0.11179361179361179
6,cloudy,N,"(33.534, 40.618]","[0.0, 12.24)",13.754166666666666,0.009828009828009828
6,cloudy,N,"(33.534, 40.618]","[12.24, 24.48)",22.783333333333335,0.002457002457002457
6,cloudy,N,"(40.618, 47.703]","[0.0, 12.24)",16.097435897435897,0.03194103194103194
6,cloudy,N,"(40.618, 47.703]","[12.24, 24.48)",14.982575757575757,0.02702702702702703
6,cloudy,N,"(47.703, 54.788]","[0.0, 12.24)",18.01327683615819,0.07248157248157248
6,cloudy,N,"(47.703, 54.788]","[12.24, 24.48)",17.080555555555556,0.014742014742014743
6,cloudy,N,"(54.788, 61.873]","[0.0, 12.24)",16.937677725118483,0.2592137592137592
6,cloudy,N,"(54.788, 61.873]","[12.24, 24.48)",18.84126984126984,0.128992628992629
6,cloudy,N,"(61.873, 68.958]","[0.0, 12.24)",18.78747203579418,0.18304668304668303
6,cloudy,N,"(61.873, 68.958]","[12.24, 24.48)",16.995539906103286,0.08722358722358722
6,cloudy,N,"(68.958, 76.042]","[0.0, 12.24)",14.097222222222223,0.051597051597051594
6,cloudy,N,"(68.958, 76.042]","[12.24, 24.48)",16.174358974358974,0.03194103194103194
6,cloudy,Y,"(33.534, 40.618]","[0.0, 12.24)",11.074024822695035,0.23095823095823095
6,cloudy,Y,"(33.534, 40.618]","[12.24, 24.48)",11.484697855750486,0.21007371007371006
6,cloudy,Y,"(40.618, 47.703]","[0.0, 12.24)",11.610928629359286,1.00982800982801
6,cloudy,Y,"(40.618, 47.703]","[12.24, 24.48)",11.951400180668474,0.9066339066339066
6,cloudy,Y,"(47.703, 54.788]","[0.0, 12.24)",12.267382210479964,1.8599508599508598
6,cloudy,Y,"(47.703, 54.788]","[12.24, 24.48)",11.802539682539683,0.644963144963145
6,cloudy,Y,"(54.788, 61.873]","[0.0, 12.24)",12.229840319361276,4.103194103194103
6,cloudy,Y,"(54.788, 61.873]","[12.24, 24.48)",12.87802101576182,1.402948402948403
6,cloudy,Y,"(61.873, 68.958]","[0.0, 12.24)",12.168996878699819,3.8046683046683047
6,cloudy,Y,"(61.873, 68.958]","[12.24, 24.48)",12.745478865703584,0.7653562653562653
6,cloudy,Y,"(68.958, 76.042]","[0.0, 12.24)",10.765992130410343,0.7285012285012284
6,cloudy,Y,"(68.958, 76.042]","[12.24, 24.48)",13.182687338501292,0.7923832923832924
6,sky is clear,N,"(19.293, 26.449]","[0.0, 12.24)",14.453703703703702,0.011056511056511056
6,sky is clear,N,"(26.449, 33.534]","[0.0, 12.24)",14.384375,0.019656019656019656
6,sky is clear,N,"(26.449, 33.534]","[12.24, 24.48)",15.8,0.002457002457002457
6,sky is clear,N,"(33.534, 40.618]","[0.0, 12.24)",15.193236714975846,0.08476658476658476
6,sky is clear,N,"(33.534, 40.618]","[12.24, 24.48)",12.697560975609756,0.05036855036855037
6,sky is clear,N,"(40.618, 47.703]","[0.0, 12.24)",16.74873417721519,0.1941031941031941
6,sky is clear,N,"(40.618, 47.703]","[12.24, 24.48)",14.80719696969697,0.05405405405405406
6,sky is clear,N,"(47.703, 54.788]","[0.0, 12.24)",15.061616161616163,0.40540540540540543
6,sky is clear,N,"(47.703, 54.788]","[12.24, 24.48)",18.33037037037037,0.05528255528255528
6,sky is clear,N,"(54.788, 61.873]","[0.0, 12.24)",16.760007047216348,0.581081081081081
6,sky is clear,N,"(54.788, 61.873]","[12.24, 24.48)",16.04,0.12285012285012285
6,sky is clear,N,"(54.788, 61.873]","[24.48, 36.72)",16.733333333333334,0.0012285012285012285
6,sky is clear,N,"(61.873, 68.958]","[0.0, 12.24)",14.900845165652468,0.6056511056511057
6,sky is clear,N,"(61.873, 68.958]","[12.24, 24.48)",18.002247191011236,0.10933660933660934
6,sky is clear,N,"(68.958, 76.042]","[0.0, 12.24)",15.605405405405406,0.09090909090909091
6,sky is clear,N,"(68.958, 76.042]","[12.24, 24.48)",14.119444444444444,0.014742014742014743
6,sky is clear,N,"(68.958, 76.042]","[24.48, 36.72)",14.270833333333334,0.019656019656019656
6,sky is clear,N,"(76.042, 83.127]","[12.24, 24.48)",12.231410256410255,0.03194103194103194
6,sky is clear,Y,"(19.293, 26.449]","[0.0, 12.24)",11.044845360824743,0.3574938574938575
6,sky is clear,Y,"(26.449, 33.534]","[0.0, 12.24)",11.704813845258872,1.4078624078624078
6,sky is clear,Y,"(26.449, 33.534]","[12.24, 24.48)",10.54035639412998,0.19533169533169534
6,sky is clear,Y,"(33.534, 40.618]","[0.0, 12.24)",11.75074458874459,2.364864864864865
6,sky is clear,Y,"(33.534, 40.618]","[12.24, 24.48)",11.4176054170514,1.3304668304668306
6,sky is clear,Y,"(40.618, 47.703]","[0.0, 12.24)",12.134718846216172,5.054054054054054
6,sky is clear,Y,"(40.618, 47.703]","[12.24, 24.48)",12.109092910612066,1.8599508599508598
6,sky is clear,Y,"(47.703, 54.788]","[0.0, 12.24)",12.222698440927143,6.907862407862408
6,sky is clear,Y,"(47.703, 54.788]","[12.24, 24.48)",11.671619812583668,1.2235872235872236
6,sky is clear,Y,"(54.788, 61.873]","[0.0, 12.24)",12.446647475815611,10.455773955773957
6,sky is clear,Y,"(54.788, 61.873]","[12.24, 24.48)",12.371217376940866,2.479115479115479
6,sky is clear,Y,"(54.788, 61.873]","[24.48, 36.72)",11.616363636363637,0.06756756756756757
6,sky is clear,Y,"(61.873, 68.958]","[0.0, 12.24)",12.525776931122067,10.963144963144963
6,sky is clear,Y,"(61.873, 68.958]","[12.24, 24.48)",12.404716696805306,1.3587223587223587
6,sky is clear,Y,"(68.958, 76.042]","[0.0, 12.24)",12.973959571938169,2.0663390663390664
6,sky is clear,Y,"(68.958, 76.042]","[12.24, 24.48)",12.76826923076923,0.06388206388206388
6,sky is clear,Y,"(68.958, 76.042]","[24.48, 36.72)",11.565309446254071,0.37714987714987713
6,sky is clear,Y,"(76.042, 83.127]","[12.24, 24.48)",13.50436507936508,0.41277641277641275
6,thunderstorm,N,"(68.958, 76.042]","[0.0, 12.24)",12.202380952380953,0.0085995085995086
6,thunderstorm,Y,"(68.958, 76.042]","[0.0, 12.24)",9.720895522388059,0.08230958230958231
6,rain,N,"(54.788, 61.873]","[12.24, 24.48)",16.015,0.012285012285012284
6,rain,N,"(68.958, 76.042]","[12.24, 24.48)",19.290476190476188,0.0085995085995086
6,rain,Y,"(54.788, 61.873]","[12.24, 24.48)",12.905635838150289,0.4250614250614251
6,rain,Y,"(68.958, 76.042]","[12.24, 24.48)",13.64185393258427,0.21867321867321868
7,cloudy,N,"(26.449, 33.534]","[0.0, 12.24)",20.395238095238096,0.0343980343980344
7,cloudy,N,"(26.449, 33.534]","[12.24, 24.48)",8.441666666666666,0.002457002457002457
7,cloudy,N,"(33.534, 40.618]","[0.0, 12.24)",15.52145390070922,0.11547911547911548
7,cloudy,N,"(33.534, 40.618]","[12.24, 24.48)",15.038649425287357,0.14250614250614252
7,cloudy,N,"(33.534, 40.618]","[24.48, 36.72)",5.816666666666666,0.0012285012285012285
7,cloudy,N,"(40.618, 47.703]","[0.0, 12.24)",16.90714285714286,0.0687960687960688
7,cloudy,N,"(40.618, 47.703]","[12.24, 24.48)",15.417912772585671,0.13144963144963145
7,cloudy,N,"(40.618, 47.703]","[24.48, 36.72)",17.541025641025644,0.03194103194103194
7,cloudy,N,"(47.703, 54.788]","[0.0, 12.24)",14.900506970849175,0.3230958230958231
7,cloudy,N,"(47.703, 54.788]","[12.24, 24.48)",13.470714285714285,0.085995085995086
7,cloudy,N,"(47.703, 54.788]","[24.48, 36.72)",9.63888888888889,0.011056511056511056
7,cloudy,N,"(54.788, 61.873]","[0.0, 12.24)",17.53417959567466,0.871007371007371
