weather_desc,is_member,duration_mean,count,start_station_name,end_station_name
cloudy,Y,6.239999999999999,5,Bloomfield / Bernard,de l'Esplanade / Fairmount
cloudy,Y,4.561111111111112,3,St-André / Laurier,Garnier / du Mont-Royal
mist,Y,16.983333333333334,1,Parc Jean-Brillant (Swail / Decelles),St-Mathieu / Sherbrooke
mist,Y,8.1,1,Marie-Anne / St-Hubert,Ste-Famille / Sherbrooke
cloudy,Y,14.066666666666666,1,Hutchison / des Pins,Notre-Dame / Peel
mist,Y,8.066666666666666,4,Roy / St-Laurent,Milton / Université
cloudy,Y,4.616666666666666,1,Logan / Fullum,Alexandre-DeSève / de Maisonneuve
cloudy,Y,4.133333333333334,1,Montcalm / de Maisonneuve,Wolfe / Robin
cloudy,Y,22.45,1,de la Commune / McGill,Towers / Ste-Catherine
cloudy,N,10.216666666666667,1,Hôtel-de-Ville (du Champs-de-Mars / Gosford),Ann / William
thunderstorm,Y,18.05,1,Berri / Rachel,Ann / William
cloudy,Y,13.983333333333333,1,de Bordeaux / Sherbrooke,St-Antoine / St-François-Xavier
cloudy,Y,15.583333333333334,1,Louis-Colin / McKenna,St-Dominique / St-Viateur
cloudy,Y,14.833333333333334,1,Clark / Laurier,de Gaspé / Jarry
sky is clear,Y,5.077777777777778,6,St-Jacques / St-Pierre,Queen / Wellington
cloudy,N,23.933333333333334,1,St-Alexandre / Ste-Catherine,Shearer / Centre
cloudy,Y,10.433333333333334,1,du Parc-La Fontaine / Roy,Berri / de Maisonneuve
cloudy,Y,22.566666666666666,1,Métro Joliette  (Joliette / Hochelaga),St-Viateur/Parc
cloudy,Y,6.2555555555555555,3,Marquette / du Mont-Royal,Champlain / Ontario
cloudy,N,10.625,4,Gauvin / Notre-Dame,Berri / de Maisonneuve
cloudy,Y,6.683333333333334,1,Laval / Rachel,Laval / du Mont-Royal
sky is clear,Y,4.791666666666667,10,Berri / Cherrier,Berri / de Maisonneuve
mist,Y,17.166666666666668,1,Calixa-Lavallée / Sherbrooke,Parc du Pélican (2e avenue / St-Joseph)
cloudy,Y,16.15,2,Island / Centre,de la Commune / McGill
sky is clear,Y,11.033333333333333,1,Marquette / St-Grégoire,Métro Papineau (Cartier / Ste-Catherine)
cloudy,Y,5.402777777777778,6,St-Urbain / Beaubien,Marmier / St-Denis
cloudy,Y,14.466666666666667,1,10e avenue / Masson,Berri / St-Grégoire
cloudy,Y,8.694444444444445,3,Clark / Guilbault,de Maisonneuve / Robert-Bourassa
cloudy,Y,23.783333333333335,1,Stuart / de la Côte-Ste-Catherine,Metcalfe / Ste-Catherine
rain,Y,12.566666666666666,1,Marquette / Jean-Talon,Leman / de Chateaubriand
cloudy,N,9.25,1,Wilderton  / Van Horne,de Kent / Victoria
cloudy,Y,11.133333333333333,1,St-Viateur/Parc,de l'Hôtel-de-Ville / Ste-Catherine
cloudy,Y,14.066666666666666,1,Bloomfield / Bernard,Dandurand / Papineau
mist,Y,1.5333333333333334,1,Square Phillips,Square Phillips 2
cloudy,Y,16.5,1,Viger/Jeanne Mance,Ropery / Augustin-Cantin
cloudy,Y,5.36875,8,Cartier / Marie-Anne,Marie-Anne / St-Hubert
cloudy,Y,7.35,1,Marquette / Rachel,Métro Papineau (Cartier / Ste-Catherine)
sky is clear,Y,4.383333333333334,1,Parc Père-Marquette (Chambord / Rosemont),Louis Hémon / Rosemont
mist,Y,26.5,1,Gauthier / Papineau,Notre-Dame / de la Montagne
cloudy,Y,36.0,2,de Maisonneuve / Stanley,Métro Angrignon
cloudy,Y,22.483333333333334,5,Square Victoria,Rushbrooke /  Caisse
cloudy,Y,53.90833333333333,2,St-Urbain / de la Gauchetière,de Maisonneuve / Stanley
sky is clear,N,1.2055555555555555,3,Gauthier / Papineau,Gauthier / De Lorimier
cloudy,Y,27.625,2,Mackay /de Maisonneuve (Sud),Prince-Arthur / St-Urbain
sky is clear,Y,6.8,1,de Bullion / St-Joseph,Chambord / Laurier
cloudy,Y,7.316666666666666,1,Métro Acadie (de l'Acadie / Beaumont),Waverly / St-Zotique
cloudy,N,13.583333333333334,1,Villeneuve / St-Laurent,Garnier / du Mont-Royal
sky is clear,N,15.983333333333333,1,Valois / Ontario,Sanguinet / Ontario
sky is clear,Y,9.333333333333334,13,Ste-Catherine / St-Hubert,Métro Papineau (Cartier / Ste-Catherine)
rain,Y,4.8,1,de Gaspé / Fairmount,de Mentana / Laurier
cloudy,Y,3.9833333333333334,1,Clark / Rachel,Laval / du Mont-Royal
cloudy,Y,23.95,3,Dorion / Ontario,Greene / St-Ambroise
cloudy,Y,13.15,1,Hôtel-de-Ville (du Champs-de-Mars / Gosford),Duluth / St-Laurent
cloudy,Y,6.416666666666667,1,Duluth / de l'Esplanade,Métro St-Laurent (de Maisonneuve / St-Laurent)
cloudy,Y,7.069999999999999,5,Casgrain / de Bellechasse,Clark / Laurier
cloudy,Y,5.372222222222222,3,Métro Mont-Royal (Rivard / du Mont-Royal),de Bullion / St-Joseph
cloudy,N,7.0928571428571425,7,Clark / St-Viateur,Bloomfield / Bernard
cloudy,Y,31.916666666666668,1,St-Mathieu / Sherbrooke,Gilford / Brébeuf
cloudy,Y,18.133333333333333,1,Lacombe / de la Côte-des-Neiges,St-Dominique / Rachel
sky is clear,Y,8.816666666666666,1,Hutchison / Van Horne,McEachran / Van Horne
mist,Y,21.966666666666665,1,Parthenais / Laurier,Union / President-Kennedy
cloudy,Y,11.416666666666666,1,de Maisonneuve / Greene,des Seigneurs / Notre-Dame
cloudy,Y,10.45,1,de Maisonneuve / Mansfield,Métro Place-d'Armes (Viger / St-Urbain)
rain,Y,25.8,1,St-Dominique / Rachel,Ste-Catherine / Dézéry
cloudy,Y,25.1,1,Rachel / Brébeuf,Muray / Notre-Dame
cloudy,Y,13.566666666666666,1,du Mont-Royal / du Parc,Mansfield / Ste-Catherine
cloudy,Y,5.358333333333333,2,de Lanaudière / Gilford,Marie-Anne / St-Hubert
rain,N,21.75,2,De la Commune / King,Larivière / de Lorimier
cloudy,Y,16.13888888888889,3,Drummond / de Maisonneuve,Berri / de Maisonneuve
cloudy,Y,8.366666666666667,1,Marquette / St-Grégoire,Maguire / St-Laurent
cloudy,Y,4.0,5,Montcalm / Ontario,St-André / de Maisonneuve
sky is clear,Y,26.133333333333333,1,Leman / de Chateaubriand,Resther / du Mont-Royal
cloudy,N,28.308333333333334,2,Greene / Workman,de la Commune / Place Jacques-Cartier
cloudy,Y,27.3,1,Laval / du Mont-Royal,du Mont-Royal / du Parc
fog,Y,20.583333333333332,1,de la Roche /  de Bellechasse,Prince-Arthur / St-Urbain
cloudy,N,8.666666666666666,2,de la Gauchetière / de Bleury,de la Gauchetière / de Bleury
cloudy,N,18.15,1,35e avenue / Beaubien,Pierre-de-Coubertin / Aird
sky is clear,Y,8.471428571428572,7,St-André / Ontario,Poupart / Ontario
mist,Y,12.433333333333334,1,McGill / Place d'Youville,Sanguinet / Ste-Catherine
mist,Y,38.333333333333336,4,Parc Père-Marquette (Chambord / Rosemont),Bossuet / Pierre-de-Coubertin
rain,Y,20.716666666666665,1,Hampton / Monkland,Ryde / Charlevoix
sky is clear,Y,51.56666666666667,1,Hamel / Sauvé,1ère  avenue /St-Zotique
cloudy,Y,30.016666666666666,1,Lajeunesse / Jean-Talon,Notre-Dame / St-Gabriel
cloudy,Y,12.645833333333334,4,Calixa-Lavallée / Sherbrooke,Square St-Louis
cloudy,Y,10.866666666666667,1,St-André / St-Grégoire,Terrasse Guindon / Fullum
sky is clear,Y,21.5,1,de l'Esplanade / Laurier,Ann / William
haze,Y,9.766666666666667,1,Sanguinet / Ontario,Square St-Louis
cloudy,N,9.366666666666667,1,Resther / St-Joseph,Parc du Pélican (2e avenue / St-Joseph)
cloudy,Y,9.0,1,Hutchison / Sherbrooke,Drummond / Ste-Catherine
cloudy,Y,4.216666666666667,1,de la Gauchetière / Mansfield,Shannon / Ottawa
cloudy,Y,7.45,1,de Maisonneuve / de Bleury,de l'Hôtel-de-Ville / Sherbrooke
cloudy,N,16.266666666666666,1,Gascon / Rachel,Milton / Clark
rain,Y,6.4,1,Marie-Anne / St-Hubert,Gilford / Brébeuf
mist,Y,21.483333333333334,1,Ropery / Augustin-Cantin,Metcalfe / Ste-Catherine
cloudy,Y,20.7,1,Marquette / Rachel,18e avenue / Rosemont
cloudy,N,16.266666666666666,1,Bloomfield / Bernard,Bélanger / St-Denis
fog,Y,9.75,1,McEachran / Van Horne,Clark / St-Viateur
cloudy,Y,15.333333333333334,1,St-André / St-Antoine,de Bullion / du Mont-Royal
cloudy,Y,2.6166666666666667,1,de Bullion / St-Joseph,Coloniale / du Mont-Royal
cloudy,N,11.958333333333334,4,de l'Esplanade / Fairmount,Bloomfield / Bernard
mist,Y,16.625,2,Metcalfe / de Maisonneuve,St-Antoine / St-François-Xavier
mist,Y,13.6,2,de Gaspé / St-Viateur,Fullum / Gilford
sky is clear,Y,6.572222222222222,3,Peel / avenue des Canadiens de Montréal,de Maisonneuve / Robert-Bourassa
cloudy,Y,5.433333333333334,1,Cartier / Marie-Anne,Larivière / de Lorimier
cloudy,Y,5.033333333333333,1,Lajeunesse / Jean-Talon,Alexandra / Jean Talon
mist,Y,22.85,1,des Érables / Gauthier,Peel / avenue des Canadiens de Montréal
cloudy,Y,16.408333333333335,2,Dorion / Ontario,Belmont / Beaver Hall
fog,Y,6.933333333333334,1,Ste-Famille / des Pins,Duluth / de l'Esplanade
cloudy,Y,8.533333333333333,3,Laporte / Guay,Square Sir-Georges-Étienne-Cartier / Léa Roback
cloudy,Y,20.35,1,Marie-Anne / de la Roche,d'Outremont / Ogilvy
cloudy,Y,12.666666666666666,1,Beaudry / Sherbrooke,Métro Préfontaine (Moreau / Hochelaga)
cloudy,Y,4.911111111111111,3,Resther / St-Joseph,Marquette / Laurier
cloudy,N,7.3,1,Marquette / Laurier,des Érables / Gauthier
cloudy,Y,12.683333333333334,1,Dandurand / Papineau,Bernard / Clark
cloudy,Y,36.5,1,St-Dominique / St-Viateur,Marché Atwater
cloudy,N,16.491666666666667,2,Maguire / Henri-Julien,Bloomfield / Bernard
cloudy,Y,18.866666666666667,1,Union / René-Lévesque,Resther / St-Joseph
cloudy,N,10.4,1,Marquette / du Mont-Royal,Boyer / St-Zotique
haze,N,14.466666666666667,1,Drummond / de Maisonneuve,de l'Hôtel-de-Ville / Roy
cloudy,Y,6.95,1,Ville-Marie / Ste-Catherine,Pierre-de-Coubertin / Aird
cloudy,Y,13.873333333333333,5,Casgrain / Mozart,St-Dominique / St-Viateur
cloudy,Y,6.855555555555555,3,Marquette / du Mont-Royal,Cartier / Masson
sky is clear,N,8.85,1,Duluth / St-Laurent,Resther / St-Joseph
cloudy,N,39.31666666666667,1,Berri / de Maisonneuve,Berlioz / Boul de l'Ile des Soeurs
sky is clear,N,7.288095238095238,7,Beaudry / Sherbrooke,Métro St-Laurent (de Maisonneuve / St-Laurent)
mist,Y,18.616666666666667,2,Métro St-Laurent (de Maisonneuve / St-Laurent),St-Germain / Hochelaga
cloudy,Y,4.05,1,Rousselot / Villeray,Chambord / Jean-Talon
cloudy,N,11.866666666666667,1,Waverly / Van Horne,Bordeaux /Gilford
sky is clear,N,19.208333333333332,2,Square St-Louis,McGill / Place d'Youville
fog,Y,9.616666666666667,1,de la Roche / du Mont-Royal,Bordeaux / Masson
sky is clear,Y,7.772916666666666,8,Métro Laurier (Rivard / Laurier),Garnier / du Mont-Royal
fog,Y,5.066666666666666,1,Boyer / Beaubien,de Bordeaux / Beaubien
cloudy,Y,3.4166666666666665,1,Hutchison/ Prince-Arthur,Union / President-Kennedy
cloudy,Y,23.816666666666666,1,De La Roche / Everett,Métro Papineau (Cartier / Ste-Catherine)
cloudy,Y,1.1666666666666667,1,Lincoln / du Fort,Lincoln / Lambert Closse
cloudy,Y,16.566666666666666,1,Ottawa / William,Ste-Famille / Sherbrooke
sky is clear,N,24.583333333333332,2,Parc Plage,Logan / de Champlain
mist,Y,3.7,1,Park Row O / Sherbrooke,Benny / Monkland
sky is clear,Y,12.966666666666667,1,Girouard / Terrebonne,Hôpital général juif
cloudy,N,5.054166666666666,4,Parc Jeanne Mance (monument George-Étienne Cartier),Milton / Durocher
cloudy,Y,8.65,1,Beaudry / Sherbrooke,de la Commune / Berri
cloudy,Y,24.2,1,Stuart / de la Côte-Ste-Catherine,Lincoln / du Fort
sky is clear,Y,13.75,1,Montcalm / Ontario,Chambord / Laurier
cloudy,Y,6.583333333333333,2,Gauvin / Notre-Dame,Métro Place-d'Armes (Viger / St-Urbain)
cloudy,Y,22.866666666666667,1,de Darlington / de la Côte-Ste-Catherine,Logan / Fullum
sky is clear,Y,20.266666666666666,1,de Bordeaux / Sherbrooke,Mackay /de Maisonneuve (Sud)
cloudy,Y,31.233333333333334,1,Wolfe / René-Lévesque,Notre-Dame-de-Grâce / Décarie
cloudy,Y,9.65,1,Resther / du Mont-Royal,Clark / Laurier
cloudy,Y,17.766666666666666,2,Duluth / de l'Esplanade,Notre-Dame / St-Gabriel
sky is clear,Y,4.533333333333333,1,Chabot / de Bellechasse,Marquette / St-Grégoire
cloudy,N,16.575,2,Metcalfe / Ste-Catherine,Ropery / Augustin-Cantin
cloudy,Y,7.3,3,Drolet / Laurier,Clark / Rachel
cloudy,N,16.816666666666666,1,Bishop / de Maisonneuve,Plessis / René-Lévesque
cloudy,Y,7.916666666666667,2,Villeneuve / St-Laurent,de Mentana / Laurier
cloudy,Y,24.61111111111111,3,Robin / de la Visitation,Guy / Notre-Dame
cloudy,Y,8.716666666666667,2,Queen / Wellington,Basin / Richmond
cloudy,Y,7.066666666666666,1,Bernard / Jeanne-Mance,Villeneuve / du Parc
sky is clear,Y,14.283333333333333,1,Louis-Hébert / St-Zotique,Rouen / Fullum
cloudy,Y,9.995833333333334,4,Durocher / Bernard,Métro Laurier (Rivard / Laurier)
rain,Y,11.9,1,Métro Mont-Royal (Rivard / du Mont-Royal),St-Cuthbert / St-Urbain
cloudy,Y,8.391666666666667,2,Hutchison/ Prince-Arthur,Hutchison / Sherbrooke
mist,Y,12.733333333333333,2,St-Jacques / Gauvin,Crescent / René-Lévesque
cloudy,Y,23.55,2,Mackay /de Maisonneuve (Sud),Wilson / Sherbrooke
cloudy,Y,27.15,1,de la Commune / Place Jacques-Cartier,Regina / Verdun
rain,Y,22.791666666666668,2,Marquette / Rachel,Pierre-de-Coubertin / Aird
cloudy,N,19.016666666666666,1,Laval / du Mont-Royal,Henri-Julien / Jean-Talon
cloudy,Y,13.383333333333333,1,15e avenue / Masson,de St-Vallier / Rosemont
rain,Y,10.283333333333333,1,Milton / Clark,Plessis / René-Lévesque
rain,Y,7.491666666666666,2,Rouen / Fullum,Montcalm / Ontario
cloudy,N,13.683333333333334,2,Ste-Catherine / St-Hubert,Ste-Catherine / Dézéry
cloudy,Y,6.75,4,de la Roche / du Mont-Royal,Calixa-Lavallée / Sherbrooke
cloudy,Y,11.25,2,Sanguinet / Ste-Catherine,Dorion / Ontario
cloudy,Y,21.625,2,Mansfield / René-Lévesque,de Lanaudière / Gilford
cloudy,Y,1.65,1,Mansfield / René-Lévesque,Union / René-Lévesque
sky is clear,Y,5.691666666666666,2,Rachel / Brébeuf,des Érables / Rachel
fog,Y,3.525,4,Cypress / Peel,Notre-Dame / Peel
cloudy,N,1.7166666666666666,1,Union / René-Lévesque,St-Alexandre / Ste-Catherine
cloudy,Y,14.616666666666667,1,Lucien L'Allier / St-Jacques,Milton / Clark
cloudy,Y,12.033333333333333,1,St-Marc / Sherbrooke,de Montmorency / Richardson
cloudy,Y,24.966666666666665,1,St-Jacques / Gauvin,2e avenue / Wellington
sky is clear,Y,3.3333333333333335,1,Duluth / St-Laurent,Clark / Guilbault
cloudy,Y,4.883333333333334,1,Metcalfe / de Maisonneuve,Milton / Université
cloudy,Y,14.95,1,de Bullion / du Mont-Royal,Ste-Famille / Sherbrooke
sky is clear,Y,38.583333333333336,1,Victoria / de Maisonneuve,Omer-Lavallée / Midway
sky is clear,N,10.9,1,du Mont-Royal / Clark,St-André / Ontario
cloudy,Y,21.783333333333335,1,Valois / Ontario,de la Commune / Place Jacques-Cartier
cloudy,Y,5.441666666666666,8,du Mont-Royal / Augustin-Frigon,Métro Préfontaine (Moreau / Hochelaga)
cloudy,Y,15.3,1,Marmier / St-Denis,Mentana / Marie-Anne
cloudy,Y,13.18888888888889,3,de Maisonneuve / Aylmer,St-André / Duluth
cloudy,Y,9.683333333333334,1,Beaudry / Sherbrooke,Laval / Rachel
cloudy,N,7.591666666666667,2,Pontiac / Gilford,Hutchison / Edouard Charles
sky is clear,N,6.838888888888889,3,Montcalm / de Maisonneuve,Métro St-Laurent (de Maisonneuve / St-Laurent)
mist,Y,7.783333333333333,1,St-Jacques / Gauvin,St-André / St-Antoine
sky is clear,Y,7.925,2,de Maisonneuve / Mansfield,Sanguinet / de Maisonneuve
rain,Y,27.625,2,St-Dominique / St-Viateur,St-Mathieu /Ste-Catherine
sky is clear,Y,23.433333333333334,1,Bishop / de Maisonneuve,Bernard / Clark
thunderstorm,Y,16.0,1,St-André / Cherrier,3e avenue / Dandurand
mist,Y,8.433333333333334,5,Dorion / Ontario,Berri / de Maisonneuve
haze,Y,17.533333333333335,1,de Maisonneuve / Mansfield,de Montmorency / Richardson
cloudy,Y,14.583333333333334,1,Gary-Carter / St-Laurent,St-Jacques / Guy
cloudy,N,18.616666666666667,1,Villeneuve / St-Urbain,Omer-Lavallée / Midway
cloudy,N,22.233333333333334,1,de la Commune / McGill,Dorion / Ontario
cloudy,N,9.616666666666667,1,de la Montagne / Sherbrooke,Evans / Clark
fog,Y,25.5,2,Berri / Cherrier,Terrasse Guindon / Fullum
fog,Y,12.366666666666667,1,Joseph Manceau / René-Lévesque,Ryde / Charlevoix
mist,Y,4.3,4,Métro Outremont (Wiseman / Van Horne),Hutchison / Beaubien
cloudy,Y,37.78333333333333,1,Notre-Dame-de-Grâce / Décarie,Hôtel-de-Ville (du Champs-de-Mars / Gosford)
mist,Y,8.166666666666666,1,Marquette / Rachel,de l'Hôtel-de-Ville / Roy
cloudy,N,17.866666666666667,2,Garnier / St-Joseph,Alexandra / Jean Talon
cloudy,N,23.4,2,de Maisonneuve / Aylmer,Bordeaux /Gilford
sky is clear,Y,14.733333333333333,1,Grand Trunk / Hibernia,Place de la paix ( Pl. du marché / St-Dominique )
cloudy,Y,25.308333333333334,2,Marquette / du Mont-Royal,de la Gauchetière / Mansfield
mist,Y,8.136666666666667,5,Milton / Clark,Clark / Rachel
cloudy,Y,9.94,5,Ste-Catherine / McGill College,Ste-Catherine / St-Denis
cloudy,Y,10.233333333333333,1,St-Dominique / St-Viateur,Marquette / du Mont-Royal
sky is clear,Y,5.694444444444445,3,St-Mathieu /Ste-Catherine,Metcalfe / Square Dorchester
cloudy,Y,10.166666666666666,1,Larivière / de Lorimier,Garnier / St-Joseph
rain,N,22.9,2,de Maisonneuve / Robert-Bourassa,de la Commune / Place Jacques-Cartier
mist,Y,6.95,3,de Maisonneuve / Greene,St-Mathieu / Sherbrooke
cloudy,Y,4.5,1,Fullum / Jean Langlois,Poupart / Ontario
cloudy,Y,26.616666666666667,1,Lajeunesse / Jean-Talon,St-Urbain / René-Lévesque
cloudy,Y,41.19166666666667,2,Sanguinet / de Maisonneuve,Benny / Crescent
thunderstorm,Y,24.5,1,de Darlington / de la Côte-Ste-Catherine,Napoléon /  St-Dominique
cloudy,Y,22.3,1,McGill / des Récollets,Hutchison / Edouard Charles
cloudy,Y,12.2,1,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,Notre-Dame / de la Montagne
cloudy,N,13.266666666666667,1,Chomedey / de Maisonneuve,Tupper / Atwater
cloudy,Y,14.816666666666666,1,du Mont-Royal / du Parc,St-Urbain / Beaubien
cloudy,Y,5.333333333333333,1,Clark / Rachel,University / des Pins
cloudy,N,8.133333333333333,3,Métro Mont-Royal (Rivard / du Mont-Royal),Marquette / du Mont-Royal
cloudy,Y,11.716666666666667,1,de Gaspé / St-Viateur,St-Urbain / René-Lévesque
cloudy,Y,7.266666666666667,1,St-André / Cherrier,Métro St-Laurent (de Maisonneuve / St-Laurent)
sky is clear,N,16.45,2,Fullum / St-Joseph,Louis-Hébert / Beaubien
cloudy,Y,26.6,1,Mansfield / Ste-Catherine,St-Germain / Hochelaga
fog,Y,7.35,1,Hutchison/ Prince-Arthur,Duluth / St-Laurent
cloudy,Y,20.116666666666667,1,de Bordeaux / Sherbrooke,de Maisonneuve / Stanley
cloudy,Y,28.566666666666666,1,de la Commune / Berri,St-Mathieu / Sherbrooke
sky is clear,Y,16.866666666666667,1,du Mont-Royal / Clark,St-Dominique / Jean-Talon
mist,N,17.316666666666666,1,Émile-Duployé / Sherbrooke,Queen / Wellington
mist,Y,9.95,2,Chambord / Beaubien,Louis-Hémon / Villeray
cloudy,Y,29.916666666666668,1,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),Boyer / Beaubien
sky is clear,N,1.2722222222222221,3,Square Phillips,St-Alexandre / Ste-Catherine
cloudy,Y,7.016666666666667,2,Lambert-Closse / Tupper,Guy / Notre-Dame
cloudy,Y,20.391666666666666,2,Drolet / Laurier,St-Jacques / St-Pierre
cloudy,N,15.625,2,Berri / Gilford,Rouen / Fullum
cloudy,N,6.75,1,St-Alexandre / Ste-Catherine,McGill / Place d'Youville
cloudy,N,7.133333333333334,1,Rousselot / Jarry,Boyer / Bélanger
thunderstorm,Y,28.508333333333333,4,28e avenue / Rosemont,Jardin Botanique (Pie-IX / Sherbrooke)
cloudy,Y,5.233333333333333,1,St-Urbain / de la Gauchetière,Square Victoria
sky is clear,Y,3.7712121212121215,11,Chomedey / de Maisonneuve,de Maisonneuve / Greene
cloudy,Y,14.183333333333334,1,de Montmorency / Richardson,Cote St-Paul / St-Ambroise
cloudy,Y,3.816666666666667,1,Fairmount / St-Dominique,Villeneuve / St-Urbain
cloudy,Y,28.366666666666667,2,Maguire / St-Laurent,Métro Place-d'Armes (Viger / St-Urbain)
sky is clear,N,13.227777777777778,3,Square Phillips,de Maisonneuve / Greene
mist,Y,9.216666666666667,1,de Bordeaux / Rachel,Laval / du Mont-Royal
sky is clear,N,11.633333333333333,1,d'Outremont / Ogilvy,Lincoln / du Fort
cloudy,Y,11.966666666666667,1,Hutchison/ Prince-Arthur,Square Victoria
cloudy,Y,3.5222222222222226,3,St-Marc / Sherbrooke,de la Montagne / Sherbrooke
cloudy,N,13.683333333333334,1,Clark / Prince-Arthur,Garnier / St-Joseph
mist,Y,20.241666666666667,2,de l'Esplanade / Fairmount,Beaudry / Sherbrooke
sky is clear,Y,25.133333333333333,4,Jardin Botanique (Pie-IX / Sherbrooke),Berri / Rachel
cloudy,Y,8.783333333333333,1,Parc Rosemont (Dandurand / d'Iberville),18e avenue / Rosemont
cloudy,Y,13.15,1,Terrasse Mercure / Fullum,de Lanaudière / Marie-Anne
cloudy,Y,49.65,1,St-Zotique / Clark,Square Sir-Georges-Étienne-Cartier / Léa Roback
cloudy,N,19.516666666666666,1,City Councillors / du President-Kennedy,St-André / Laurier
cloudy,Y,3.25,2,St-Urbain / Beaubien,Alexandra / Jean Talon
cloudy,Y,22.4,1,St-André / Duluth,Lajeunesse / Villeray (place Tapéo)
cloudy,Y,15.6,1,Plessis / René-Lévesque,Bishop / de Maisonneuve
cloudy,Y,6.7,1,Notre-Dame / Peel,Lionel-Groulx / George-Vanier
cloudy,N,3.066666666666667,3,Shearer / Centre,Métro Charlevoix (Centre / Charlevoix)
sky is clear,N,16.6,1,City Councillors / du President-Kennedy,Hillside / Ste-Catherine
cloudy,N,5.894444444444445,3,Napoléon /  St-Dominique,St-André / Duluth
cloudy,Y,5.325,2,Villeneuve / du Parc,Maguire / St-Laurent
sky is clear,Y,22.6,1,Marcil / Sherbrooke,Chomedey / de Maisonneuve
fog,Y,6.883333333333334,1,du Parc-La Fontaine / Roy,de l'Hôtel-de-Ville / Sherbrooke
mist,Y,6.716666666666667,1,Waverly / St-Viateur,Métro Mont-Royal (Rivard / du Mont-Royal)
cloudy,N,6.2,1,Ste-Catherine / St-Hubert,de l'Hôtel-de-Ville / Sherbrooke
cloudy,Y,6.933333333333334,1,St-Dominique / Jean-Talon,du Rosaire / St-Hubert
mist,Y,14.566666666666666,1,Parc Rosemont (Dandurand / d'Iberville),Boyer / Beaubien
fog,Y,13.416666666666666,1,Émile-Duployé / Sherbrooke,Ste-Catherine / Dézéry
cloudy,Y,9.016666666666667,2,Marquette / Rachel,Laurier / Bordeaux
cloudy,Y,15.25,1,du Mont-Royal / Augustin-Frigon,Louis Hémon / Rosemont
cloudy,N,34.44166666666667,2,Métro Place-d'Armes (Viger / St-Urbain),Clark / St-Viateur
cloudy,Y,3.25,1,de la Gauchetière / Mansfield,St-Jacques / Gauvin
cloudy,Y,8.833333333333334,1,Mansfield / René-Lévesque,St-Jacques / St-Pierre
cloudy,Y,4.583333333333333,1,d'Outremont / Ogilvy,St-Urbain / René-Lévesque
